Timestamp,Latitude,Longitude,Speed,Roll,Pitch,Heading,SpeedSetpoint,HeadingSetpoint
1779606275.0047257,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.0166726,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.056833,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.1068316,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.140679,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.1832483,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.2279701,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.27055,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.3110118,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.353743,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.3936925,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.436447,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.4782946,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.5201054,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.5587237,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.6036613,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.6493785,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.688743,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.7335744,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.7744567,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.8211544,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.8580108,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.8985848,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.9403925,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779606275.9812696,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
