Timestamp,Latitude,Longitude,Speed,Roll,Pitch,Heading,SpeedSetpoint,HeadingSetpoint
1779382393.943752,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382393.9522362,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382393.9959838,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.0382323,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.0798078,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.1267693,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.1691709,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.210847,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.2541335,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.2945728,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.3358219,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.379883,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.4236557,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.4625957,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.5059948,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.5471842,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.5891094,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.6434731,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.6829865,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.715748,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.7579572,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.8015296,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.8424327,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.885208,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.926919,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382394.9722867,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.0092316,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.0528889,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.0942051,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.13988,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.1868534,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.2214797,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.2629864,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.3050346,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.3475792,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.39066,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.4355357,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.4737797,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.5154698,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.5582085,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.6007786,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.6429615,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.6850421,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.726408,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.7686193,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.810373,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.8539903,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.8943264,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.932658,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382395.9797106,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.0225275,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.0637534,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.1070137,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.1473083,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.1901786,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.2334707,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.2749772,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.3167396,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.3583798,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.4006681,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.4430857,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.4857888,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.5312726,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.5749547,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.612463,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.653971,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.695928,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.7337093,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.7805336,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.8250537,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.8623397,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.9056876,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.9482853,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382396.9904566,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.0319505,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.0903518,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.1163363,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.159982,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.2001808,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.2433228,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.28236,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.3242772,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.3668969,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.411684,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.4514158,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.4938989,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.537735,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.586238,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.621712,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.6633854,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.7045596,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.7439702,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.7895505,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.830416,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.8723004,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.913429,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382397.9572124,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.0000417,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.0425885,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.0873315,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.1295822,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.1709769,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.2091928,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.2503622,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.29331,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.3375282,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.3815286,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.4176893,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.4616365,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.504454,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.5451162,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.5879838,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.6284418,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.6759093,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.7152476,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.758052,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.7998562,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.8389432,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.8839173,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.926547,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382398.9665575,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.008555,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.051823,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.0943146,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.1359725,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.1772587,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.2190711,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.2587461,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.2989662,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.3422415,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.3831668,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.4310853,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.48908,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.514179,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.5569687,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.5990582,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.6386514,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.6802094,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.7269993,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.772669,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.8075974,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.8495617,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.8928022,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.939578,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382399.988443,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.0223496,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.0617814,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.099051,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.143636,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.1884508,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.2287521,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.2752304,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.3132532,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.3555038,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.3985188,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.4394102,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.482668,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.5263314,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.5687785,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.611412,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.653035,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.6932576,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.7364116,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.7785373,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.8198943,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.862865,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.9040303,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.9451146,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382400.9883738,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.0302155,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.0734322,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.1143494,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.1549923,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.1971781,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.2406874,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.282235,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.327347,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.3718498,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.4081445,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.4482613,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.4909668,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.5385087,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.5814316,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.6207192,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.6574411,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.6999946,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.7444034,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.7860065,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.8295364,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.8909435,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.939599,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.9571936,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382401.996073,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382402.0393488,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382402.085961,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382402.125616,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382402.16925,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382402.2064,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382402.2504542,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382402.2915738,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382402.3338485,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382402.3761532,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382402.4190977,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382402.4598303,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382402.5024667,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
1779382402.5442,40.732501,29.831201,1.0,0.0,0.0,0.0,0.0,0.0
